Herd-Year-Classifier,Age_class_at_first_calving,Class_of_days_in_milk,Animal,Front_muscularity,Udder,Thorax_depth,Thinness,Fore_udder_attach,Rear_udder_attach,Udder_width
1994,4,6,7393,4,3,3,3,3,3,3
1995,4,5,7394,3,3,4,2,2,2,3
1995,4,5,7395,4,2,4,3,3,3,3
1995,6,4,7937,4,2,4,3,2,3,3
1996,4,5,7384,3,2,3,3,1,2,2
1996,5,4,7385,3,2,4,3,2,2,3
1996,6,4,7386,3,3,3,3,1,2,2
1996,5,5,7387,3,2,3,2,2,2,3
1981,3,6,7013,4,3,4,3,3,3,3
1981,4,2,7974,3,4,3,3,4,4,5
1982,9,5,5837,3,3,4,3,3,3,4
1982,7,3,7378,3,3,3,3,3,2,1
1982,6,4,7379,3,2,2,3,3,3,2
1982,5,5,7380,3,3,3,3,2,3,3
1999,4,6,7363,3,3,4,3,3,3,3
1999,3,5,7364,3,4,3,3,4,3,3
2002,3,5,7372,3,4,4,3,3,3,4
2002,5,4,7373,4,2,3,3,3,2,2
2002,4,5,7374,3,3,4,3,2,3,2
2002,3,5,7375,2,3,3,3,2,3,3
2002,4,5,7376,3,2,4,3,4,3,2
2002,5,4,7377,4,3,4,3,3,3,2
2003,5,5,7365,4,3,3,4,4,3,3
2003,4,5,7366,4,2,4,3,3,3,2
2003,5,5,7367,4,2,4,2,1,2,2
2003,5,5,7369,3,2,2,3,1,2,2
2003,4,6,7370,2,3,1,3,2,3,4
2003,4,5,7371,4,2,3,3,2,1,1
2003,4,6,7582,2,3,2,3,3,2,3
2022,9,5,5417,3,3,3,3,2,3,3
2022,5,4,7106,3,4,3,2,3,3,4
2022,4,5,7107,4,3,3,3,1,4,3
2022,3,4,7108,1,4,2,1,2,3,5
2022,5,5,7109,4,4,4,2,1,3,3
2112,4,5,7230,4,2,4,5,2,2,2
2240,6,4,6881,3,1,3,1,1,1,2
2240,7,2,7957,2,1,2,1,2,2,1
2311,3,5,7399,4,3,3,3,3,3,2
2311,3,5,7400,4,2,4,2,3,3,4
2335,9,6,5644,3,3,4,4,3,2,3
2335,8,5,5994,5,3,3,2,4,3,4
2335,9,5,6183,2,2,2,4,3,2,2
2335,6,4,6729,2,3,4,3,3,3,3
2335,8,2,6790,2,2,3,2,3,2,2
2335,5,5,6882,3,3,3,3,3,3,3
2335,3,5,6911,3,3,3,5,4,3,3
2335,4,5,7390,3,3,2,4,3,3,3
2335,3,4,7563,2,3,3,2,2,2,3
2335,4,5,7680,3,3,3,4,3,2,3
2335,3,3,7963,3,3,3,3,3,3,3
2335,2,4,7994,3,3,3,4,2,3,3
2335,2,4,8068,3,2,3,3,3,2,2
2346,4,4,7401,4,2,4,3,2,2,3
2346,2,5,7402,3,3,4,3,3,2,3
2346,4,6,7413,3,3,4,3,1,3,3
2346,5,5,7414,4,4,3,3,3,3,3
2347,4,5,7271,4,2,4,3,3,2,3
2347,6,4,7272,3,2,4,3,3,3,2
2016,8,3,7284,3,2,4,3,4,4,4
2016,7,4,7285,3,2,3,4,1,1,5
2016,5,6,7286,4,3,4,4,3,3,4
2016,5,5,7287,5,3,4,4,3,3,4
2022,5,3,7110,2,3,1,2,1,3,2
2066,5,5,7456,3,3,3,3,3,2,2
2066,5,2,7457,2,3,3,2,3,2,3
2068,2,6,7173,3,3,4,5,3,2,3
2068,4,5,7174,4,3,4,4,3,3,3
2068,5,5,7175,3,2,4,3,2,2,2
2068,2,6,7695,3,2,3,3,2,2,2
2069,6,4,6707,3,3,3,3,3,3,3
2069,4,5,7454,4,1,4,3,1,1,1
2071,7,4,6705,3,2,3,4,2,2,2
2071,5,5,6706,2,3,3,2,3,2,3
2071,7,3,19265,3,3,2,2,3,3,3
2072,6,5,6609,3,3,3,4,3,2,3
2072,7,2,7131,3,3,3,3,3,2,3
2072,3,5,7176,2,2,3,3,2,2,2
2072,5,5,7180,3,3,3,4,3,3,3
2072,4,4,7181,3,3,3,3,3,2,3
2072,5,4,7412,3,3,3,4,2,3,3
2072,8,2,7787,4,2,4,3,3,2,2
2072,6,3,7789,2,3,3,3,3,3,3
2073,6,4,6795,2,3,3,3,3,3,3
2073,5,4,7701,3,3,2,4,3,3,3
2074,5,5,6803,3,3,3,4,3,3,3
2074,5,5,7696,3,3,3,3,3,3,3
2074,5,4,7697,3,3,2,4,3,3,3
2074,4,5,7698,2,3,3,3,3,3,3
2074,3,5,7700,4,3,4,5,3,3,3
2075,5,5,6808,1,1,1,2,1,1,1
2075,3,5,7458,2,1,2,2,1,1,1
2076,6,4,6806,4,3,3,3,3,3,3
2077,6,5,6798,4,1,3,3,1,1,1
2077,4,5,7693,3,3,3,3,3,3,3
2077,2,5,7694,4,3,4,3,3,2,2
2134,8,3,6607,1,3,2,3,3,1,1
2134,5,5,7041,3,2,2,3,3,1,1
2134,6,3,7042,4,3,2,5,2,2,2
2134,7,3,7043,3,2,3,5,2,2,3
2134,5,5,7352,3,3,3,5,3,2,2
2197,5,4,7544,4,3,3,3,3,3,4
2197,6,4,7545,3,2,4,4,2,3,2
2197,6,4,7546,4,2,4,3,1,2,5
2197,4,5,7547,3,3,4,2,2,2,2
2197,6,4,7548,3,3,3,4,3,3,3
2197,2,5,7813,3,3,3,4,2,2,2
2312,6,4,6917,4,2,4,3,2,1,1
2312,2,4,8070,2,2,3,2,2,3,2
2332,4,5,7561,2,1,2,2,1,1,1
2332,4,5,7562,3,3,3,4,3,3,3
2332,4,5,7946,3,1,3,2,1,1,1
1990,7,4,6610,2,2,3,4,1,2,3
1990,6,4,6918,3,3,3,4,4,3,2
1990,5,4,7052,3,4,3,4,4,3,3
1990,5,5,7564,2,2,2,2,3,1,2
1990,6,4,7565,4,2,4,3,3,3,2
1990,6,4,7788,3,2,4,3,2,2,2
1990,3,5,7910,3,3,3,4,3,3,3
1990,5,2,8033,3,2,3,4,2,2,1
2038,3,6,7627,5,2,4,4,2,3,3
2038,3,6,7628,3,2,2,3,4,2,2
2038,3,6,7629,3,3,3,4,3,2,3
2040,5,5,6815,4,2,3,3,1,1,2
2040,6,4,6845,3,3,4,4,3,3,4
2040,6,3,7288,3,3,3,4,3,3,4
2067,6,5,6799,5,2,2,3,2,2,2
2067,5,6,6800,2,2,2,3,1,2,1
2223,7,2,7034,2,1,2,4,1,2,2
2223,7,3,7035,2,2,3,4,3,2,2
2223,6,3,7036,3,2,2,3,2,2,1
2224,6,4,6804,2,2,3,4,4,3,2
2224,5,3,7699,2,2,1,1,1,2,2
2225,8,1,6920,4,2,3,3,2,2,2
2225,2,6,7341,2,2,3,4,2,2,1
2225,4,4,7459,4,2,2,4,2,2,2
2225,2,4,8053,2,2,2,4,2,2,2
2324,6,4,6797,3,3,3,3,3,3,3
2324,5,4,6805,2,3,2,2,3,3,3
1987,8,4,6595,5,2,4,3,2,2,2
1987,6,3,7411,4,3,4,3,3,2,2
1987,7,4,7596,5,2,4,3,3,2,2
1987,5,5,7597,5,1,4,3,2,2,3
1987,5,4,7598,3,3,4,3,2,3,3
1989,5,4,7403,3,3,3,4,4,3,3
1997,6,4,7616,3,2,3,3,1,3,3
1997,7,4,7617,3,3,4,3,4,3,2
1997,8,2,7618,3,2,3,3,3,1,1
1997,4,5,7619,1,3,3,3,2,2,3
1997,3,5,7620,2,3,3,3,4,2,3
1998,4,3,7592,5,2,4,3,2,3,3
1998,6,3,7593,5,3,4,3,4,3,3
2001,9,4,6064,1,3,2,3,3,3,3
2001,9,4,6066,3,3,3,4,4,3,3
2001,5,5,7588,2,4,3,3,3,3,3
2001,5,5,7589,4,3,3,4,3,3,3
2001,5,4,7590,3,3,2,3,2,3,3
2001,5,4,7591,4,3,3,3,2,3,3
2036,9,6,6266,4,3,3,2,2,2,3
2036,4,6,6883,4,3,3,4,2,2,3
2036,6,2,7226,4,3,4,2,4,2,3
2036,6,4,7345,2,2,5,2,2,1,2
2036,4,5,7346,2,5,3,3,3,2,4
2036,8,2,7347,3,3,3,2,3,3,3
2037,8,3,6674,5,4,3,2,4,3,4
2037,2,6,7624,5,3,5,2,3,2,2
2037,3,5,7625,5,3,5,1,3,1,1
2037,4,5,7626,4,4,4,1,3,3,4
2070,5,5,6703,4,3,4,2,3,3,3
2070,4,6,6704,3,3,3,3,3,2,3
2078,5,4,6802,2,2,3,3,2,2,2
2078,2,6,7704,4,2,4,3,1,1,2
2195,5,5,6620,3,3,3,4,4,4,4
2195,6,3,6626,3,4,3,4,4,4,4
2198,5,6,7462,3,4,4,4,4,4,3
2198,5,6,7463,3,2,4,3,3,3,4
2198,5,6,7464,4,3,3,4,3,3,4
2199,7,3,6621,3,2,4,4,2,3,3
2199,3,6,6959,4,4,3,3,4,4,3
2234,5,4,6983,3,3,3,3,3,2,2
2234,5,5,6984,3,2,2,2,2,2,1
2234,4,5,6985,3,2,3,2,3,2,3
2235,3,6,6967,3,3,2,2,3,3,2
2235,4,6,7539,2,2,3,2,3,2,2
2236,4,5,7631,3,2,3,2,3,2,3
2236,5,5,7632,2,2,3,4,3,2,3
2236,4,5,7633,2,3,2,2,2,3,2
2238,6,3,7826,4,2,4,2,2,1,2
2238,2,5,8065,2,3,2,2,2,3,2
2239,3,5,7537,2,2,2,2,2,2,3
2239,3,5,7538,2,2,2,2,2,2,2
2269,4,6,6970,4,3,4,4,4,3,3
2269,5,5,6971,4,3,4,3,3,3,3
2269,4,5,6972,3,3,2,2,2,4,4
2269,4,5,6973,3,2,2,4,1,4,4
2310,8,6,6063,4,3,4,3,2,3,3
2310,2,7,7407,4,2,4,3,1,3,3
2310,5,5,7408,4,2,4,3,3,3,3
2310,2,7,7409,4,2,4,2,3,2,2
2310,5,5,7410,3,3,3,3,3,4,4
2323,6,5,6700,2,3,3,2,3,3,3
2323,6,4,6701,3,3,3,3,3,3,3
2323,5,5,6702,3,3,4,3,3,2,2
2325,5,5,7014,2,2,3,3,2,2,2
2325,5,5,7015,3,3,3,3,3,3,3
2326,5,5,6801,3,1,3,4,1,1,1
2326,3,5,7178,2,2,3,5,2,2,1
2327,6,4,6791,3,3,3,3,3,3,3
2327,6,4,6792,5,2,4,3,2,2,2
2327,5,5,6793,3,3,4,3,3,2,3
2327,5,5,6794,4,1,4,3,1,1,1
2330,4,6,6919,4,3,3,3,2,3,2
2330,5,5,7289,3,4,4,3,3,3,4
2330,5,5,7290,3,3,4,4,4,4,3
2330,3,7,7291,3,2,4,4,2,2,3
2349,4,5,7270,3,1,4,3,1,1,1
2349,2,5,7702,2,3,2,3,3,3,3
2349,2,5,8071,2,2,2,3,2,2,1
2349,2,7,8072,2,1,2,2,1,1,1
2349,2,5,8073,3,3,3,3,2,3,3
2211,6,5,7340,2,2,2,2,3,2,2
2211,5,1,8059,3,3,3,4,4,2,2
2213,5,5,7507,2,2,2,4,1,2,2
2213,5,4,7508,4,2,3,4,2,2,1
2213,5,4,7509,3,2,2,2,2,2,2
2214,3,7,6664,2,2,3,3,2,2,2
2214,4,5,7490,2,2,2,4,1,2,2
2214,5,3,7491,2,2,2,3,2,1,2
2079,4,6,7436,3,2,3,3,1,2,1
2079,5,5,7437,4,2,4,3,1,3,3
2080,5,5,6747,2,3,3,3,3,3,2
2080,4,6,6748,4,1,3,3,1,2,1
2081,9,5,5861,4,1,4,3,1,1,1
2081,6,3,6982,3,2,3,3,2,2,2
2081,6,5,7569,4,2,4,3,2,3,3
2081,6,5,7571,5,2,4,3,4,3,2
2081,3,6,7572,4,3,3,3,1,3,3
2081,4,6,7574,3,3,3,3,1,2,2
2081,4,6,7576,5,1,4,3,1,2,2
2082,5,5,7578,3,2,4,3,2,1,2
2082,6,4,7579,3,2,4,3,1,2,2
2082,2,5,7992,4,3,3,3,2,3,3
2083,6,4,7566,3,3,3,5,4,3,3
2083,4,6,7567,4,2,3,5,3,2,3
2083,4,5,7568,4,3,3,3,3,2,2
2083,8,3,7570,3,2,3,3,2,3,3
2143,4,5,7135,2,3,3,4,3,3,2
2143,4,6,7136,3,2,3,4,3,2,2
2143,6,4,7137,3,2,3,3,3,2,3
2143,4,6,7138,3,1,3,3,1,1,1
2143,4,6,7139,2,2,2,3,2,2,2
2143,4,6,7140,3,1,4,5,2,1,1
2143,6,5,7141,3,3,3,4,2,3,2
2143,2,5,7790,2,2,4,5,1,2,2
2143,4,5,7791,3,3,3,4,4,3,2
2145,9,4,6590,5,3,5,4,3,3,2
2145,6,4,7154,4,2,3,4,3,2,2
2145,5,5,7155,4,2,3,3,2,2,2
2145,4,5,7156,4,2,4,4,2,2,2
2145,5,5,7157,3,2,3,3,2,3,2
2145,5,5,7832,4,2,3,4,3,2,2
2145,2,5,7833,3,4,1,3,4,4,5
2145,2,5,7840,4,2,3,4,2,2,3
2084,7,4,6618,5,4,5,3,4,4,5
2084,2,6,7962,3,4,3,2,5,3,3
2039,9,5,6269,2,3,1,3,3,2,2
2039,4,5,6957,3,4,3,2,4,3,3
2046,4,4,7171,4,3,3,4,3,3,3
2046,5,5,7471,5,2,4,1,3,1,1
2046,4,5,7472,3,4,2,3,3,3,3
2046,5,4,7473,3,3,3,3,2,4,4
2046,4,5,7474,3,3,3,2,3,4,4
2161,9,6,6431,4,1,4,1,2,1,2
2161,8,2,7487,3,4,2,3,4,3,3
2161,8,2,7488,4,3,3,2,3,2,4
2174,1,5,9036,3,2,3,4,2,2,3
2174,1,5,9037,4,3,3,4,2,3,3
2174,1,4,9038,4,3,4,4,2,2,3
2174,1,6,9039,3,2,3,3,2,2,2
2175,5,5,6716,3,3,4,4,4,4,3
2175,5,5,6717,3,2,3,4,2,3,3
2175,5,5,6718,3,3,4,4,3,3,3
2175,5,6,6719,4,3,4,3,3,3,2
2175,4,5,6720,4,3,3,4,2,3,4
2175,5,3,6721,3,3,4,3,2,3,3
2176,4,6,7292,3,3,3,4,2,3,3
2176,4,6,7293,3,2,3,4,2,2,2
2176,4,6,7294,4,2,3,4,1,2,2
2176,5,6,7295,4,3,4,4,3,3,3
2176,7,3,7296,4,3,3,3,4,4,3
2100,5,5,7434,3,2,4,2,2,1,2
2100,5,6,7435,3,1,3,2,1,1,2
2101,5,4,6949,2,4,2,5,3,4,4
2101,6,5,6950,2,2,3,4,2,2,2
2101,4,5,6952,2,2,3,3,2,3,2
2101,4,5,6953,2,2,3,2,2,2,1
2102,8,2,7449,2,3,3,4,3,3,3
2102,6,4,7450,3,3,4,4,4,4,4
2102,5,4,7452,2,3,4,2,3,3,3
2102,4,5,7453,2,2,2,4,3,2,1
2103,6,5,6954,3,2,3,1,2,1,2
2103,4,6,6955,3,3,3,2,3,4,3
2103,4,6,6956,2,3,3,4,3,4,4
2104,8,5,6555,2,3,2,4,3,2,3
2104,9,3,6605,2,1,3,1,3,1,2
2104,8,3,6758,3,2,3,2,3,2,2
2104,6,3,6962,2,1,4,1,1,1,2
2104,3,4,8045,3,1,3,2,1,2,2
2105,5,5,6744,3,3,4,2,2,3,3
2105,6,4,6745,3,3,4,2,3,3,3
2106,5,5,6622,4,2,4,1,2,2,3
2106,2,7,7580,2,1,2,2,2,1,2
2106,3,5,7622,3,3,3,2,3,2,3
2106,4,5,7623,3,2,3,2,2,2,2
2106,2,4,8049,2,3,3,2,2,2,2
2177,4,6,7998,3,3,4,4,4,4,4
2177,4,6,7999,4,4,3,3,3,4,3
2177,3,6,8000,4,3,3,4,3,3,4
2196,5,5,7542,4,3,3,4,2,3,3
2196,4,5,7543,3,3,3,4,2,2,3
2316,5,5,6627,4,3,4,4,4,4,3
2316,5,4,6629,3,3,4,4,3,3,4
2319,5,5,7803,4,3,4,4,3,3,4
2319,4,5,7804,3,3,3,4,2,3,3
2237,5,5,6617,3,3,3,2,3,2,2
2237,5,6,6656,3,3,2,4,2,2,3
2237,4,6,6778,2,3,3,2,3,2,3
2237,3,6,7613,3,3,2,4,2,3,4
2241,4,6,7348,3,2,3,2,2,2,2
2241,5,5,7349,2,3,2,4,2,2,2
2241,4,5,7350,2,2,3,2,3,2,1
2241,4,5,7351,3,1,4,2,2,1,1
2241,2,5,8064,2,3,2,5,3,3,3
2041,6,5,6709,4,3,5,4,3,3,4
2041,5,5,6710,5,4,4,4,3,3,4
2041,5,5,6711,4,3,4,4,2,2,3
1977,5,6,6728,2,3,3,2,2,3,4
1977,5,5,7328,2,3,2,3,2,3,3
2215,7,4,6697,3,3,3,3,3,2,3
2215,3,6,6940,4,2,4,3,3,3,3
2215,3,6,6941,4,3,4,2,2,2,2
2215,4,6,6942,3,2,3,3,3,3,3
2005,6,4,6946,4,2,3,3,1,1,1
2005,6,5,7577,2,2,2,3,1,2,3
2006,4,6,6947,4,3,3,3,3,3,2
2006,3,6,6948,4,2,3,3,2,2,2
2006,5,6,7897,3,2,3,3,2,2,3
2007,4,5,6943,4,3,4,3,5,4,4
2007,2,6,7958,5,3,4,3,3,3,3
2058,9,4,6600,4,2,4,3,2,1,2
2058,3,5,6960,2,3,2,4,3,3,4
2058,3,5,6961,3,2,3,4,2,2,2
2051,6,4,6624,3,3,3,3,3,2,3
2051,5,5,6625,4,2,4,3,3,2,3
1989,4,6,7404,3,3,3,3,2,3,5
2314,8,2,6611,2,3,3,4,3,1,2
2406,5,3,8325,3,3,3,3,1,3,2
2427,7,7,7847,3,3,3,3,3,2,3
2427,6,3,8459,3,2,3,4,2,2,2
2427,4,4,8461,2,3,2,3,3,3,2
2427,3,4,8869,2,2,3,4,2,2,3
2428,9,3,7860,5,3,4,4,4,3,3
2428,5,3,8844,4,3,4,3,3,3,3
2428,4,3,8845,3,2,3,4,2,2,2
2428,3,3,9352,4,4,4,2,4,3,4
2429,9,3,7777,3,3,4,3,3,3,3
2429,9,5,7781,3,2,3,4,3,2,3
2429,9,4,7786,3,2,3,3,2,2,2
2429,6,2,9240,3,3,3,3,3,3,3
2432,4,4,9286,3,2,3,4,4,3,3
2432,3,3,9287,4,3,3,3,3,3,3
2438,8,2,8077,2,3,3,2,4,2,2
2438,4,3,8891,3,4,2,3,3,3,3
2588,4,4,8518,4,1,4,3,3,1,1
2588,5,3,8519,4,1,5,5,1,1,2
2588,4,4,8520,5,1,4,4,2,1,1
2589,9,2,7344,5,2,5,2,4,2,2
2589,5,3,8465,4,2,2,4,2,2,2
2591,9,2,8042,4,2,4,4,3,3,2
2591,5,3,8190,4,2,4,4,3,2,2
2591,6,3,8475,4,3,4,3,4,2,3
2645,5,4,8211,3,3,3,2,3,3,5
2645,7,2,8212,3,4,2,3,3,4,4
2645,5,2,8774,3,3,3,1,3,3,3
2645,4,2,8775,2,3,2,1,3,3,3
2646,6,3,8187,5,2,4,1,2,2,2
2646,6,3,8482,3,3,4,3,4,3,3
2415,3,4,8392,4,2,3,4,2,2,2
2415,6,3,8393,3,2,3,3,2,2,2
2415,4,3,9016,3,3,3,3,3,3,2
2412,5,4,8287,2,4,3,2,4,4,4
2412,4,4,8288,4,4,4,2,3,3,4
2414,3,4,8343,3,2,3,2,3,2,2
2414,4,4,8745,3,3,3,3,3,3,3
2414,4,4,8746,3,2,4,4,1,2,3
2414,4,4,8749,2,3,3,3,2,2,3
2414,5,4,8750,4,2,4,4,2,2,3
2414,4,4,8805,3,1,3,2,1,1,2
2468,4,3,8780,2,4,2,3,4,2,2
2430,4,4,9247,3,3,3,3,2,3,3
2430,5,4,9248,4,4,4,5,4,4,4
2430,4,5,9249,3,3,3,4,3,3,3
2430,5,4,9250,2,3,3,2,2,3,3
2430,4,5,9251,4,3,4,3,3,3,3
2430,3,5,9252,3,3,2,3,4,2,3
2431,2,4,8437,2,3,2,2,3,3,3
2431,5,4,8515,2,3,3,2,3,2,3
2431,4,1,8852,2,2,2,2,2,3,2
2565,5,2,9027,3,3,5,4,2,2,3
2565,5,4,9028,3,1,4,3,2,2,1
2565,4,3,9029,3,2,3,3,2,3,3
2565,5,3,9030,3,3,4,4,3,3,4
2565,5,3,9031,2,5,3,3,2,2,3
2565,5,3,9032,4,3,3,3,3,4,4
2565,4,4,9033,3,4,4,3,4,3,4
2565,5,4,9034,3,2,4,4,2,2,3
2565,3,3,9221,2,3,4,3,4,4,3
2565,2,4,9224,4,3,3,4,2,3,3
2566,5,4,8725,4,3,3,3,4,3,2
2566,5,3,8726,3,4,3,4,3,3,4
2608,6,3,8206,2,3,2,3,3,3,4
2608,5,4,9297,3,4,2,2,3,4,4
2463,5,4,8704,3,3,4,3,3,4,4
2463,4,5,8705,2,3,4,4,1,2,2
2463,3,5,8706,4,3,2,3,2,2,2
2463,2,5,9374,4,1,5,1,1,1,1
2464,9,3,7969,3,2,3,3,3,2,2
2464,8,3,7970,3,1,3,3,1,1,1
2464,4,3,8759,3,3,2,3,2,3,3
2465,6,3,8760,3,3,3,2,2,2,2
2465,4,2,9000,3,3,4,3,3,2,2
2466,5,4,8753,3,3,3,3,3,3,4
2466,4,4,8755,2,4,3,5,4,4,3
2466,6,2,8756,4,3,4,4,3,3,3
2467,6,3,8758,4,2,3,4,2,2,2
2467,2,4,9291,2,4,3,4,4,3,3
2637,5,4,9213,3,3,3,3,3,3,3
2637,4,3,9214,4,3,3,4,3,3,3
2637,4,4,9216,2,3,3,3,3,3,3
2638,4,4,8707,2,3,3,3,3,3,3
2638,5,4,8708,3,3,3,4,3,2,3
2638,6,3,8709,3,3,3,2,3,3,3
2638,1,2,9998,2,2,2,3,2,2,2
2353,5,3,8177,2,2,2,2,1,1,2
2411,9,4,7630,1,2,3,3,1,3,3
2411,5,4,8110,3,2,2,2,3,2,2
2411,5,4,8135,3,2,3,2,3,3,2
2411,6,4,8289,3,4,3,2,3,4,4
2411,4,5,8751,3,3,3,2,3,2,3
2411,5,5,8752,2,2,3,1,3,1,1
2411,5,4,9008,4,2,4,4,2,2,2
2411,3,4,9009,4,3,3,3,3,3,3
2411,7,3,19268,3,2,3,3,2,1,2
2416,4,5,9235,4,2,3,1,3,1,2
2416,6,1,9236,2,2,3,3,2,1,2
2422,6,3,8407,4,3,3,2,3,2,2
2422,6,3,8408,3,2,3,2,1,3,3
2506,8,1,8083,3,4,4,4,3,4,4
2506,4,4,8604,4,4,4,4,4,4,4
2506,3,6,8605,4,3,3,3,4,3,3
2532,6,3,8777,5,2,4,3,3,1,1
2532,5,4,8778,4,2,3,2,3,2,3
2595,9,4,7658,3,3,5,3,3,3,3
2595,4,5,8445,5,3,4,2,3,2,3
2598,5,4,8438,5,5,4,5,5,3,4
2598,5,4,8439,3,3,3,1,3,2,3
2598,2,4,9192,4,4,4,2,3,4,4
2599,3,4,8446,3,2,4,1,2,2,3
2599,5,4,8447,2,1,3,3,1,1,1
2699,9,5,6895,4,2,4,3,2,2,2
2699,7,2,8207,5,2,5,3,1,2,4
2699,5,4,8208,4,3,4,2,3,5,5
2699,5,5,8209,5,2,2,1,2,1,1
2418,7,2,8146,2,2,2,2,2,2,2
2418,7,3,8147,2,1,2,1,1,1,1
2419,5,4,8297,3,2,3,4,2,3,3
2419,3,3,9156,2,4,1,2,3,3,3
2515,9,3,7839,4,2,3,2,4,2,2
2515,4,4,8232,2,2,4,3,2,4,2
2515,5,3,8233,1,4,2,4,4,4,5
2515,4,4,8234,2,2,2,2,2,3,2
2515,4,4,9209,3,1,2,2,1,1,1
2515,3,4,9210,3,3,3,3,2,3,3
2515,3,3,9254,2,1,3,2,1,1,1
2540,6,3,8141,3,2,4,3,2,3,3
2540,3,4,8862,4,1,3,2,1,2,1
2530,5,4,8727,4,2,3,2,3,3,3
2530,5,4,8728,2,2,2,3,2,3,2
2530,6,3,8729,5,3,3,2,4,3,4
2558,4,4,8480,3,3,3,2,2,3,4
2558,5,4,8481,3,3,4,2,3,2,3
2562,6,4,8884,3,3,3,4,3,1,1
2562,2,4,8885,1,2,1,3,2,2,2
2607,7,2,8478,5,3,3,3,3,3,4
2607,6,4,19266,3,2,5,2,1,3,4
2676,6,4,8102,3,3,4,4,4,3,2
2676,4,4,8103,3,3,4,2,2,2,3
2676,4,5,8104,3,2,2,4,1,1,2
2676,5,4,8105,2,3,4,4,1,2,2
2676,4,5,8106,3,2,4,4,2,2,2
2676,5,4,8107,2,2,3,4,2,3,2
2456,4,5,8271,1,2,3,2,2,2,3
2456,5,4,8272,3,2,4,4,2,2,3
2457,6,4,8573,3,1,4,3,1,2,2
2457,5,4,8574,2,2,5,2,2,2,2
2458,4,5,8582,3,3,2,3,5,4,4
2458,5,4,8583,2,2,3,4,2,3,2
2459,5,4,8548,5,2,4,4,2,3,3
2459,5,5,8549,2,2,3,2,2,2,4
2459,3,4,8550,3,3,3,3,3,3,4
2526,4,3,8849,2,3,2,3,3,2,2
2526,4,3,8851,3,3,3,2,2,3,3
2534,4,5,9320,2,4,2,2,4,4,5
2534,3,4,9325,5,1,3,2,1,3,3
2535,5,4,8100,3,3,2,4,4,5,4
2535,4,4,8500,3,3,2,2,2,2,3
2559,3,4,8216,3,3,1,5,3,3,4
2559,5,4,8217,4,2,3,4,2,3,3
2559,4,5,8218,4,3,3,5,3,4,4
2559,5,5,8219,4,2,3,3,3,1,1
2559,6,4,8220,4,4,3,2,3,4,4
2559,5,4,8782,3,5,3,4,4,5,5
2560,5,5,8115,2,3,3,5,3,3,2
2560,6,3,8214,1,3,2,5,4,2,3
2560,5,5,8215,3,3,3,3,3,2,2
2630,5,4,9087,4,3,4,4,4,4,5
2630,5,4,9088,4,4,4,4,5,5,4
2630,5,4,9089,3,2,4,4,2,2,2
2677,3,3,9225,3,2,4,2,1,2,2
2677,4,3,9226,3,2,3,4,1,2,2
2693,8,7,7492,5,1,2,3,3,1,1
2693,5,4,8781,3,3,3,4,3,1,1
2512,5,3,8613,3,3,3,4,3,4,4
2512,7,2,8614,2,2,3,2,2,3,2
2517,5,4,8606,4,2,4,3,1,2,2
2517,4,4,8607,2,1,4,4,1,2,1
2517,4,4,8608,2,3,4,3,3,4,3
2517,3,3,9354,2,3,2,3,2,3,3
2355,8,7,7165,4,3,3,3,2,2,2
2355,3,4,9242,3,3,3,3,2,2,2
2355,7,1,9243,3,3,3,4,3,3,4
2355,2,4,9349,2,4,3,3,3,3,4
2355,2,4,9350,1,3,2,3,2,3,3
2482,6,3,9180,3,3,3,1,3,3,3
2482,5,5,9181,3,2,3,3,2,2,2
2482,4,5,9182,3,2,3,3,2,2,2
2523,5,4,8113,4,2,4,3,3,2,1
2523,5,4,8127,3,1,3,1,1,1,1
2523,6,4,8128,3,1,1,1,1,1,1
2523,4,5,8761,3,2,3,3,2,1,1
2524,5,4,9129,3,2,4,3,2,3,2
2524,4,5,9130,4,3,5,2,3,3,3
2524,5,3,9131,4,2,5,3,3,2,2
2524,5,4,9132,3,2,3,3,2,2,2
2524,4,4,9133,3,1,4,3,1,2,1
2524,4,4,9134,3,2,4,3,3,2,2
2557,5,4,8116,2,3,3,3,4,2,4
2557,7,2,8117,4,2,3,3,3,2,2
2557,4,4,8779,3,3,3,2,4,2,3
2563,6,4,8491,4,3,3,4,3,2,4
2563,6,3,8492,3,2,3,3,3,1,1
2563,4,5,8493,3,3,3,4,3,2,3
2563,6,3,8494,4,3,3,4,3,3,3
2563,4,5,8495,4,2,3,1,2,1,1
2662,5,4,9336,4,2,5,4,2,1,2
2662,2,5,9337,4,2,4,3,2,2,2
2663,4,5,8483,5,2,5,4,2,2,2
2663,4,5,8484,5,2,4,5,3,2,2
2698,5,4,8266,5,2,4,3,3,2,2
2698,2,5,8892,3,3,2,3,2,3,3
2700,8,4,7981,5,2,5,5,3,2,2
2700,5,3,8479,4,2,3,3,2,1,1
2401,6,3,8129,3,2,3,3,1,3,3
2401,4,5,8282,5,1,5,3,1,1,1
2513,4,4,8451,4,3,3,4,3,3,4
2513,5,3,8452,5,4,4,3,4,3,4
2513,5,2,8740,2,3,2,3,3,3,4
2519,8,4,8028,3,2,4,2,4,2,2
2519,5,4,8087,2,2,3,4,3,2,2
2518,4,5,8095,2,2,3,3,4,4,4
