Herd-Year-Classifier,Age_class_at_first_calving,Class_of_days_in_milk,Animal,Front_muscularity,Udder,Thorax_depth,Thinness,Fore_udder_attach,Rear_udder_attach,Udder_width
31,7,2,972,2,3,3,3,4,3,3
31,4,5,1007,3,3,4,3,3,3,3
31,1,4,1459,3,3,4,3,3,3,3
31,6,4,18798,3,4,4,4,4,4,3
53,3,3,819,4,3,3,3,4,3,3
53,8,2,993,4,2,3,3,2,2,2
53,5,4,994,3,3,3,3,3,3,3
53,6,3,18882,2,3,3,3,4,3,2
94,5,4,1024,2,3,3,4,4,3,3
94,2,4,1025,3,3,3,3,2,3,3
94,2,1,1601,3,3,3,3,3,3,3
140,5,4,520,3,3,3,3,3,3,3
140,5,5,521,3,3,3,4,3,4,3
141,5,4,268,3,3,4,3,3,3,3
141,9,5,519,3,3,3,3,3,3,3
144,6,3,522,3,3,3,3,4,3,3
144,5,4,523,2,3,3,3,3,3,3
144,4,4,524,3,2,3,3,2,2,2
144,4,4,525,3,3,4,3,3,3,4
144,8,3,835,2,3,3,3,3,3,3
144,8,3,836,2,3,3,3,3,3,3
144,5,5,18787,3,4,4,3,4,4,4
144,5,4,18851,3,3,4,3,3,3,3
179,6,4,478,3,3,3,2,3,3,3
179,5,4,479,3,2,3,3,2,3,3
179,5,5,480,2,3,3,3,2,3,2
179,2,6,605,3,2,3,3,2,2,2
179,4,4,606,3,0,3,3,3,3,4
237,2,5,218,4,2,3,2,2,2,2
264,6,4,617,4,2,4,3,2,2,2
264,5,4,618,3,4,4,3,4,3,4
264,6,4,620,4,3,5,3,3,3,3
264,6,3,621,5,2,5,3,2,3,3
264,5,4,622,4,3,4,3,3,3,3
264,4,4,625,4,3,4,2,2,3,3
264,5,4,626,2,3,3,3,2,3,3
264,4,4,628,3,3,4,3,3,3,3
264,4,4,629,4,2,3,3,2,3,2
265,5,4,38,3,3,4,3,2,3,3
265,4,4,1107,4,4,3,3,3,3,3
268,3,5,574,4,2,3,4,2,2,2
268,4,4,575,4,3,4,3,4,2,3
268,4,3,576,4,3,3,3,3,3,3
268,3,5,577,4,2,3,2,2,2,2
268,4,4,578,3,2,3,3,2,2,2
268,5,3,579,3,3,4,4,3,3,2
268,3,5,580,4,2,4,4,2,3,3
268,6,2,581,4,3,4,3,4,3,4
268,4,4,582,4,2,3,2,2,2,2
268,4,4,583,3,4,4,4,4,4,4
268,4,5,584,4,3,3,3,3,2,3
268,5,5,585,4,3,3,3,3,3,4
268,6,2,586,4,3,3,3,4,3,3
268,7,2,587,4,3,4,3,3,3,3
268,9,4,663,4,3,3,4,3,3,4
268,2,4,664,4,4,3,4,4,3,4
268,2,5,665,2,3,3,4,3,3,4
268,2,4,666,4,4,3,3,4,3,3
268,2,5,667,4,3,3,3,3,3,3
268,8,4,18888,4,2,3,3,1,2,2
269,4,5,597,4,3,4,3,3,3,3
269,3,5,598,3,3,3,4,3,3,3
270,4,4,602,5,3,4,2,3,2,2
346,6,3,1001,3,3,4,3,3,3,2
346,8,1,1002,3,2,4,3,1,3,3
346,7,1,1003,2,2,2,3,2,2,2
129,2,4,760,3,3,3,3,3,3,3
129,5,4,892,4,2,3,2,2,2,2
130,5,4,893,3,3,3,3,3,3,3
130,6,3,894,4,2,3,3,2,2,3
130,9,4,18903,2,3,3,2,3,3,3
142,5,4,527,2,3,3,4,4,3,4
142,7,2,528,4,3,3,3,3,3,3
142,9,3,764,4,3,4,3,3,3,3
143,5,4,26,4,2,3,3,2,2,2
143,4,5,266,2,2,3,3,2,3,2
143,6,4,267,2,3,2,3,3,3,3
143,6,3,269,2,3,2,3,3,3,3
143,5,4,270,2,3,2,4,3,3,3
143,5,4,271,4,4,3,4,3,4,4
143,8,4,767,3,2,3,3,2,2,2
143,4,4,895,3,3,2,4,3,3,3
145,6,3,261,4,3,4,3,2,3,3
145,5,4,18973,4,3,4,3,3,3,3
145,5,4,18974,2,3,3,3,3,3,3
192,4,5,1166,2,2,3,3,3,3,1
192,5,4,1167,4,3,3,4,3,3,1
192,5,5,1168,1,3,3,3,3,3,2
192,6,4,1169,2,3,2,3,3,3,2
192,5,5,1170,2,3,3,4,3,3,4
194,6,3,115,3,2,2,3,2,3,3
194,7,2,116,3,3,3,2,3,2,3
194,4,5,117,3,3,3,2,3,2,3
233,5,4,222,3,3,3,3,3,3,3
233,5,4,223,3,3,4,3,3,3,2
234,4,5,227,4,4,4,3,3,4,3
234,5,5,228,3,2,3,3,3,2,2
234,6,4,229,4,3,4,3,3,3,2
234,4,5,230,4,2,4,3,3,2,2
234,8,2,231,4,3,4,3,3,3,3
234,6,5,232,3,2,4,3,2,3,2
234,4,4,233,3,3,4,4,4,3,3
235,5,4,237,4,3,4,3,3,3,2
235,7,2,774,3,3,3,3,3,3,2
236,4,4,225,3,3,4,2,4,3,3
237,5,5,217,3,4,3,3,4,4,3
237,6,4,219,3,3,4,3,3,3,2
237,5,5,220,3,3,4,3,3,3,2
237,3,5,221,2,3,3,3,4,3,3
237,3,5,722,4,3,3,3,3,3,3
238,5,5,224,4,3,3,4,3,3,2
238,6,5,340,3,4,4,3,4,3,4
287,5,3,563,3,2,2,3,3,2,2
287,9,4,564,4,3,3,3,1,3,3
380,5,5,9,2,3,3,2,3,3,2
380,3,5,1070,3,3,2,3,3,3,2
46,3,4,366,3,3,3,4,3,3,2
46,2,5,1031,2,3,3,3,3,3,3
51,5,2,733,3,3,4,4,3,3,3
51,5,4,1029,3,3,4,3,2,3,3
51,4,4,1030,4,3,3,4,4,3,3
52,7,4,318,4,3,4,4,2,3,1
52,3,4,335,3,3,3,4,2,3,3
54,6,4,1036,3,3,3,3,3,3,3
54,5,4,1037,2,4,3,4,4,3,3
54,4,5,1038,3,3,3,4,2,3,2
139,5,2,878,4,3,2,3,4,3,3
171,6,4,166,3,2,3,2,2,3,3
171,5,4,18804,3,3,3,2,2,3,3
266,4,5,39,2,3,3,3,3,3,2
266,4,5,105,3,3,3,3,3,3,2
266,4,5,106,2,3,2,2,3,2,2
266,4,4,997,3,3,3,3,3,3,2
266,6,3,1048,4,3,4,3,3,3,2
266,6,4,1049,3,3,4,3,3,3,3
267,4,5,435,4,3,4,4,3,3,2
267,5,5,436,4,3,4,4,3,3,3
267,5,5,437,3,3,4,3,3,3,2
267,3,5,803,3,3,4,3,3,3,2
347,2,5,611,3,3,4,3,3,3,3
347,2,4,612,3,3,4,4,3,3,3
347,2,5,613,4,3,4,3,4,3,3
347,2,6,614,3,3,4,3,3,2,2
172,4,5,163,3,3,3,3,3,2,3
172,4,5,164,3,3,2,3,3,2,2
371,6,4,18894,3,3,3,3,3,3,3
371,9,5,18895,3,3,3,4,3,3,2
13,7,3,931,4,3,4,3,3,3,2
13,1,1,1809,3,3,3,3,3,3,2
13,1,1,1811,3,3,3,3,3,3,2
13,1,1,1812,3,3,3,3,3,3,2
20,6,3,929,3,3,4,3,3,3,2
20,3,5,930,3,3,4,3,4,3,3
21,9,5,8,5,3,4,4,3,3,2
21,6,4,419,3,3,4,3,3,3,3
22,6,2,1173,3,3,3,3,3,4,3
22,5,5,18825,3,3,3,3,3,3,3
22,1,4,18998,4,3,4,4,3,3,3
22,1,5,18999,3,3,3,3,2,3,3
22,4,5,19003,3,3,3,3,3,3,3
22,1,5,19004,4,3,4,3,3,3,2
23,9,5,420,2,3,3,3,3,3,2
23,4,5,18770,2,3,3,3,3,3,2
24,3,4,1171,3,3,4,3,4,3,2
24,6,4,18797,4,2,4,3,2,3,2
25,8,1,975,4,3,4,3,3,3,3
25,4,4,976,3,3,3,3,3,3,2
25,5,3,977,4,3,4,3,3,3,4
25,5,4,978,3,3,3,3,3,3,2
30,6,4,979,4,3,4,4,3,3,2
30,5,5,982,4,3,3,3,3,3,3
30,5,5,983,2,3,3,3,3,3,2
30,5,5,1058,3,3,4,3,3,3,2
30,1,3,18813,3,3,4,3,3,3,2
30,9,5,18921,3,3,3,3,3,3,3
40,9,4,19011,3,3,3,3,3,3,3
40,9,5,19013,3,2,3,3,2,2,3
40,5,4,19015,3,2,2,3,2,3,2
199,5,4,599,2,3,3,4,3,3,3
199,5,4,600,3,3,3,3,2,3,3
206,5,4,684,2,2,3,3,2,3,3
206,5,5,1221,4,3,3,4,3,2,2
206,4,5,1222,2,3,2,3,2,2,2
206,5,4,1223,3,2,3,3,2,2,2
206,6,3,1224,3,3,3,3,3,2,2
206,1,3,18861,3,2,3,3,2,2,3
206,4,3,18862,3,3,3,3,3,2,2
208,4,4,213,3,2,3,4,2,3,3
208,5,5,216,4,3,4,3,3,3,2
348,4,5,299,4,2,3,3,3,2,2
348,5,5,300,4,2,4,3,2,3,3
350,4,5,985,4,3,3,3,3,3,2
350,2,4,1191,4,3,4,3,3,3,3
351,6,3,431,4,3,3,3,3,3,2
351,4,5,432,2,3,3,3,4,3,3
351,5,4,433,4,3,4,3,3,3,2
351,3,5,913,3,3,3,3,4,3,3
351,3,4,1172,3,3,3,3,3,3,1
351,9,4,19000,3,3,4,3,4,3,3
352,5,4,14,5,4,5,4,3,3,2
352,5,4,15,4,3,3,4,3,3,2
353,4,5,428,4,3,3,4,3,3,3
353,5,5,429,3,3,3,3,3,3,3
353,5,5,430,3,3,3,3,3,3,2
355,4,4,980,3,3,3,3,4,3,4
355,5,4,981,3,3,4,3,3,3,2
355,8,1,18918,3,3,4,3,3,3,2
381,5,4,84,2,2,3,2,2,2,2
381,3,5,179,2,3,2,2,2,3,3
381,6,4,482,2,3,2,3,2,3,3
381,3,3,1065,3,2,3,1,3,2,2
381,5,4,1203,3,3,3,2,2,3,3
381,7,1,19019,1,3,3,2,3,3,2
33,5,5,720,4,3,3,3,3,3,3
33,6,5,721,3,4,4,4,4,4,4
33,6,2,19045,2,3,3,3,3,3,2
34,5,5,320,2,3,3,3,3,3,2
34,7,3,321,4,3,3,3,4,3,3
34,5,4,322,4,2,3,3,2,3,2
34,6,4,323,4,4,3,3,4,4,3
34,7,2,326,3,3,3,3,3,3,3
34,5,5,327,4,3,4,3,3,3,2
34,9,5,328,2,3,3,3,3,3,2
34,6,3,338,2,3,3,3,3,3,2
34,6,3,339,4,3,4,3,3,3,2
34,4,4,685,4,3,3,3,3,3,2
34,4,3,686,4,3,3,3,3,3,3
34,3,5,687,3,3,3,3,2,3,2
34,5,5,18824,3,3,4,3,3,3,2
35,5,4,1008,4,3,4,3,3,3,3
35,3,5,1009,3,3,2,3,3,2,2
38,2,4,736,3,3,4,3,3,3,2
38,4,5,1042,3,1,3,3,2,2,2
38,3,5,1043,3,3,3,4,3,3,2
38,5,5,1044,3,3,4,3,3,3,3
38,5,4,1045,3,3,4,4,4,3,3
38,6,4,1046,3,3,4,3,3,3,2
38,5,3,1047,2,3,3,3,3,4,3
131,5,4,345,3,3,4,4,3,3,2
131,5,5,346,3,3,3,3,3,3,3
131,5,5,347,3,3,4,3,3,3,4
131,3,5,348,3,4,4,3,4,4,3
132,9,6,24,4,3,5,3,3,3,3
132,4,5,1039,4,3,4,3,3,3,2
132,3,5,1040,3,3,4,3,3,3,2
132,4,5,1041,4,3,4,3,3,3,2
177,5,5,467,3,2,2,3,2,3,2
236,5,4,226,3,3,4,3,3,3,3
377,5,5,19,4,3,3,3,2,3,3
377,6,3,310,3,3,4,3,3,3,3
377,5,4,1150,3,3,3,3,3,3,3
377,6,5,18919,3,3,4,3,3,3,3
377,4,5,18955,3,3,3,2,3,3,3
377,5,5,18957,3,3,4,3,3,3,3
377,6,3,18958,2,3,3,3,2,2,2
377,1,4,18960,3,3,4,3,2,3,2
6,5,5,951,4,3,4,4,3,3,2
6,3,5,957,3,2,3,3,2,2,2
36,9,5,23,2,3,4,4,4,3,3
36,3,4,795,3,3,4,3,4,3,3
36,5,3,1157,4,3,4,3,4,4,3
37,1,2,1295,3,3,3,3,3,3,3
37,1,1,1804,2,2,2,2,2,2,2
91,5,4,470,2,3,3,3,2,3,3
91,6,4,471,2,3,3,3,3,3,3
91,1,2,2211,2,3,3,4,4,3,3
92,4,5,1012,3,3,3,3,3,3,2
92,1,4,1401,4,3,3,4,3,3,4
93,5,5,1019,4,3,4,3,2,3,4
93,7,3,1020,4,3,4,4,3,3,4
93,5,4,1021,2,3,3,3,2,3,3
95,5,3,1014,5,3,5,4,3,2,3
95,4,4,1015,4,3,4,4,3,3,1
95,5,4,1016,4,3,3,3,2,3,2
95,5,3,1017,3,4,4,4,4,3,3
95,6,3,1018,4,3,4,3,3,3,3
95,5,4,19040,4,2,4,4,1,3,1
95,5,4,19041,4,3,4,3,3,3,2
95,6,2,19042,4,2,4,3,4,2,2
96,5,4,713,4,3,4,3,2,3,1
96,5,5,714,2,3,4,4,3,3,2
97,7,2,669,3,3,3,3,3,3,2
97,4,4,1022,4,3,4,4,2,3,3
98,5,5,21,2,3,3,3,3,3,3
98,5,4,715,3,3,4,4,3,3,3
98,4,5,716,3,3,3,3,3,3,3
98,5,4,717,3,3,3,4,3,3,4
98,2,4,718,2,3,3,3,4,3,4
99,1,3,1416,3,3,4,4,3,2,4
99,1,2,1417,3,3,3,3,3,3,4
99,1,4,1418,3,3,3,4,4,3,2
99,1,3,1520,3,3,3,4,2,3,3
99,1,3,1590,4,3,4,3,3,3,2
99,1,3,1613,2,3,3,4,3,3,4
99,1,3,1615,2,3,3,4,4,3,4
100,5,5,199,4,3,4,3,3,3,2
100,9,4,668,3,3,3,4,3,3,2
100,3,5,1023,2,3,3,3,2,3,3
147,7,2,363,4,3,4,3,3,3,3
147,7,2,364,4,3,4,3,3,3,2
148,5,5,47,3,3,4,4,2,3,3
148,6,4,48,5,1,5,3,3,1,1
148,6,3,49,4,3,3,3,3,3,2
148,5,5,50,4,3,4,4,3,3,2
148,4,5,51,3,3,4,3,3,3,2
148,4,5,53,4,3,4,4,3,3,4
148,4,5,54,3,3,3,4,3,3,3
148,5,2,359,4,4,5,4,4,3,3
148,2,5,360,2,3,3,3,3,3,2
148,9,5,361,3,3,4,4,3,3,3
148,2,5,362,3,2,3,3,3,2,3
149,4,6,314,2,3,2,3,3,3,2
149,6,4,315,3,3,3,3,4,3,3
149,5,3,731,4,3,4,4,4,3,3
150,1,2,1610,3,3,4,3,2,3,3
150,9,4,19035,4,3,3,4,3,3,3
150,2,4,19036,4,3,3,3,3,3,2
151,9,5,10,4,3,4,4,3,3,2
151,6,4,350,2,3,4,3,3,3,2
151,5,5,351,3,3,3,4,3,3,2
151,5,5,353,2,3,3,3,3,3,1
151,5,4,354,2,3,3,3,3,3,3
152,7,3,356,3,3,3,3,3,3,2
152,6,4,357,4,3,3,3,3,3,3
155,5,5,438,4,2,3,3,2,2,2
155,8,1,439,3,3,4,3,3,3,3
155,6,5,440,4,2,4,4,3,2,2
155,3,5,441,4,3,3,4,3,2,3
155,6,5,442,3,2,3,3,2,2,3
155,4,5,443,4,2,4,3,1,2,2
155,5,5,444,4,3,4,3,3,3,3
155,6,3,445,4,3,3,3,3,3,2
155,3,5,446,3,2,2,3,2,2,3
155,5,5,623,4,3,3,3,3,3,3
155,8,4,19048,4,3,3,3,3,3,2
166,5,4,1110,4,2,4,3,2,2,2
166,4,5,1111,2,3,3,4,3,3,3
166,6,4,1120,3,3,3,3,3,3,3
167,6,5,1087,4,3,4,3,3,3,2
167,6,4,1088,3,3,3,3,3,3,4
167,6,5,1089,4,3,4,3,2,3,4
170,9,3,746,3,3,3,3,3,2,3
170,9,4,747,3,2,2,2,2,2,2
170,9,4,748,3,3,3,3,3,2,3
319,3,5,723,3,2,3,3,3,2,2
319,4,5,724,3,3,3,3,3,3,2
319,5,4,725,2,3,3,3,3,3,2
319,8,3,726,3,4,4,3,4,4,3
319,6,4,727,3,4,3,3,4,4,3
319,4,5,728,3,2,3,3,3,2,2
319,3,4,734,2,3,3,3,3,3,3
321,4,5,57,3,4,4,3,4,4,3
321,2,5,1187,3,3,3,3,3,3,2
321,8,2,18785,4,3,4,2,3,3,4
321,2,5,19043,4,4,5,4,4,4,3
321,4,4,19044,4,2,4,3,2,3,2
323,4,5,719,3,3,3,3,3,3,2
323,4,5,1051,2,4,3,3,4,3,3
323,4,5,1052,2,3,3,3,3,3,3
324,3,5,772,2,3,3,3,3,3,2
324,2,5,891,3,4,4,2,3,4,3
324,2,5,18926,3,3,3,3,3,3,2
324,3,3,18976,3,3,3,3,3,3,2
325,5,5,730,2,4,3,3,4,4,3
325,1,3,1412,2,3,4,3,3,3,2
78,4,5,18884,3,3,4,4,3,3,2
359,3,6,201,3,3,4,3,3,3,2
359,9,4,202,4,3,3,3,3,3,3
359,5,4,203,3,4,3,3,4,4,4
359,5,4,204,4,4,3,4,4,4,3
359,4,5,205,4,3,4,4,4,3,3
359,6,5,18878,3,3,3,3,3,3,2
359,6,5,18879,3,3,4,3,3,4,3
359,8,1,18880,3,3,3,3,3,3,2
359,3,4,18881,4,2,4,4,4,2,3
360,5,5,18883,4,3,3,3,3,3,2
360,5,5,18885,3,3,4,3,4,3,3
360,9,5,18886,3,3,4,3,3,3,3
361,7,4,206,4,3,4,4,3,2,2
361,4,5,207,3,3,4,3,3,3,3
361,4,5,208,4,3,4,3,3,3,3
362,5,5,688,4,4,3,3,4,4,3
362,5,5,689,2,3,4,3,3,3,2
102,5,5,70,2,3,2,2,3,2,3
102,5,5,71,2,3,2,4,3,2,3
102,7,4,72,3,2,3,3,2,2,3
102,4,4,143,2,3,3,4,3,2,3
102,3,5,144,2,2,2,2,1,2,2
102,3,5,145,3,2,3,3,2,2,3
102,2,5,751,4,2,3,2,2,2,2
102,6,3,18772,3,3,3,4,3,4,3
102,6,4,18819,4,2,4,2,2,1,2
103,4,5,68,4,3,3,2,3,2,3
103,4,5,69,4,3,3,3,3,2,3
104,2,5,147,5,3,4,1,2,2,3
104,2,4,754,4,3,3,2,3,3,3
135,5,2,749,3,4,3,4,3,4,4
135,8,5,18791,3,3,4,3,3,2,3
135,8,4,18818,3,2,2,2,2,2,2
366,4,5,601,3,3,3,3,3,4,3
366,4,5,18777,3,3,3,4,3,3,3
366,5,5,18778,3,3,2,3,3,2,3
377,5,5,18,4,3,3,2,2,2,2
61,4,5,458,4,4,4,4,3,4,4
61,3,5,801,4,3,3,3,3,3,2
61,5,4,18816,4,3,4,3,3,3,3
62,5,4,450,5,3,4,4,3,3,3
62,4,5,451,3,3,3,3,4,3,3
62,4,5,452,3,3,4,3,3,3,2
63,4,5,657,3,3,4,3,4,3,3
63,4,4,658,4,3,4,3,3,3,2
64,8,2,453,4,2,5,2,2,3,3
64,3,6,454,4,2,3,3,2,2,2
64,9,5,799,5,3,4,4,3,2,2
64,8,5,19050,4,3,3,4,3,3,2
64,8,5,19051,4,2,3,3,3,2,2
66,5,5,463,3,2,3,3,2,2,2
66,5,4,464,3,3,4,4,3,2,3
66,6,4,465,4,3,3,3,2,3,3
69,5,5,460,4,3,4,4,3,3,3
69,4,5,461,4,3,3,3,3,3,2
69,9,4,802,3,3,4,4,3,3,3
154,7,4,1076,2,3,3,3,2,3,4
154,5,5,1077,3,2,3,3,1,2,2
156,6,4,1090,3,4,3,4,4,4,3
156,4,5,1091,3,3,4,3,3,3,3
157,3,4,796,2,2,2,3,2,2,2
157,4,5,797,2,2,2,3,2,2,2
157,2,5,798,2,2,2,4,1,2,1
157,1,3,2170,2,2,2,3,2,2,2
157,2,1,2173,2,3,2,3,3,2,3
158,4,6,1126,4,3,4,3,2,3,3
158,7,3,1127,3,4,5,4,4,4,4
158,4,5,1128,3,3,3,3,4,3,3
160,5,5,434,3,3,4,4,2,3,3
160,4,4,1078,4,2,3,3,2,2,2
160,6,4,1079,4,3,4,4,2,3,2
160,8,1,1080,3,3,3,3,4,3,4
160,5,4,1081,4,2,3,3,2,2,2
160,4,4,1082,4,3,3,3,3,3,3
160,4,4,1083,3,3,4,3,2,3,3
161,5,6,1084,2,3,3,3,3,3,3
161,5,5,1085,4,3,3,3,2,3,3
164,9,2,804,4,3,3,3,3,3,3
164,6,5,805,5,2,4,3,2,1,2
164,5,5,806,4,3,2,3,2,3,3
164,8,1,807,4,3,4,4,3,3,3
164,5,6,808,4,2,4,3,1,2,2
164,6,4,809,4,2,3,3,1,2,2
272,5,5,58,5,2,4,3,1,3,2
272,2,5,18874,4,2,4,3,1,3,3
280,4,5,896,3,2,4,1,2,2,4
280,3,5,901,3,3,4,2,2,3,4
19,5,4,915,2,3,3,2,3,3,2
19,9,4,19030,2,3,3,3,3,3,2
65,5,5,573,2,3,4,2,3,3,2
65,2,5,662,2,4,3,3,4,4,3
67,5,5,571,3,3,4,2,3,3,2
67,4,5,572,2,3,3,3,3,3,2
68,8,1,569,3,3,3,3,3,3,3
68,5,5,570,3,3,3,3,3,3,2
134,2,5,18906,4,3,3,3,3,3,2
134,2,4,18907,4,3,3,2,3,3,2
134,3,5,18909,4,3,3,3,3,3,2
134,3,5,18910,4,3,3,2,3,3,3
136,5,5,73,3,2,3,2,3,3,2
136,3,5,1073,3,3,3,3,3,3,2
271,5,5,121,3,3,3,3,3,3,3
271,8,1,122,3,3,3,3,3,2,2
326,5,5,302,3,4,0,2,4,3,2
326,5,5,303,2,2,0,3,2,3,4
326,6,5,304,4,3,0,2,2,3,3
79,5,4,189,3,3,3,3,3,2,3
79,1,3,1638,2,2,2,3,2,2,3
80,5,5,185,3,3,3,3,2,2,2
80,4,5,186,3,3,2,2,2,2,3
81,4,5,187,3,2,3,3,2,2,2
81,3,5,188,2,3,2,4,2,2,3
81,3,4,890,2,3,2,3,2,3,3
159,5,5,18836,4,3,4,3,3,3,2
159,5,4,18837,4,3,3,4,3,3,3
159,6,4,18838,4,3,3,4,4,3,3
159,6,5,18839,3,2,4,3,1,2,2
159,7,4,18840,5,3,4,3,2,3,2
159,5,5,18855,4,2,3,3,2,2,2
159,6,4,18866,4,3,4,3,3,2,3
159,5,4,18867,3,3,4,4,3,3,3
159,9,3,18943,4,3,4,4,3,3,2
159,9,4,18944,3,3,3,4,3,3,3
162,5,5,18940,4,3,5,3,3,3,3
162,6,4,18941,4,2,4,2,2,3,2
162,4,5,18942,4,3,4,3,2,3,3
163,5,5,18933,4,2,3,2,2,2,2
163,6,5,18934,3,3,2,2,2,3,3
163,5,5,18935,4,3,3,3,2,3,3
163,8,1,18936,3,3,3,3,2,3,3
163,5,5,18937,2,2,3,3,3,1,2
163,4,5,18938,4,4,4,3,4,3,4
165,5,5,459,4,3,4,4,3,2,3
165,7,4,660,3,3,4,5,3,3,3
165,6,5,661,4,1,4,3,1,1,2
273,5,5,705,4,3,4,3,3,3,3
273,4,5,706,4,3,4,3,3,3,2
273,4,4,707,4,3,4,3,3,3,2
273,5,3,708,3,3,4,3,3,3,3
274,5,5,702,5,4,4,4,4,4,3
274,6,5,703,3,3,4,3,3,3,2
274,6,4,704,5,3,4,3,3,3,3
274,4,4,1229,3,3,4,3,4,3,3
274,2,6,1230,3,3,3,3,3,3,2
274,3,6,1231,4,3,4,3,3,3,3
274,4,5,1232,3,3,4,3,4,3,3
274,3,5,1233,4,3,3,4,3,3,2
275,7,3,1053,4,3,3,3,3,3,2
275,4,5,1054,3,2,3,3,1,3,2
275,5,5,1055,3,3,4,3,4,2,3
275,3,5,1056,3,3,4,3,3,3,3
276,5,4,1059,4,2,4,3,2,2,1
276,5,5,1060,3,3,4,3,3,3,3
276,6,4,1061,3,3,4,3,3,3,3
276,6,4,1062,3,3,4,3,2,3,3
276,6,4,1063,2,4,3,4,4,4,3
277,6,4,699,3,4,4,3,4,3,3
277,5,5,1156,4,3,4,3,3,3,2
277,1,4,1521,3,4,3,4,4,4,4
277,1,4,1912,2,3,3,3,2,3,3
279,9,4,28,5,3,5,3,3,3,3
279,5,5,709,3,3,3,3,3,3,2
279,6,4,710,4,3,4,2,3,3,2
279,4,4,711,3,3,4,3,3,3,2
279,8,2,2053,3,3,3,3,3,3,2
279,8,4,19046,4,3,4,3,3,3,2
290,5,5,1159,4,3,4,4,4,3,3
290,6,3,1160,4,2,4,4,3,2,3
290,5,5,1162,4,4,5,5,3,3,4
305,5,5,18803,4,3,3,4,4,3,3
305,5,5,18956,4,3,3,3,3,2,3
305,5,4,18959,4,3,4,3,3,2,3
350,3,4,984,4,2,3,2,2,3,2
169,4,5,477,4,3,3,2,3,2,2
169,5,6,909,4,3,4,2,3,2,3
169,5,4,18771,3,3,3,3,4,3,3
195,4,5,108,2,3,3,3,2,3,3
197,4,5,183,3,2,3,4,2,2,1
197,3,5,184,4,2,3,3,2,2,2
384,6,5,112,2,2,2,3,2,2,2
384,7,3,19006,2,3,1,3,3,3,2
384,1,5,19007,3,2,2,3,2,2,3
384,2,1,19008,3,2,3,3,3,2,3
384,1,2,19120,1,3,1,3,3,2,2
216,5,5,1074,4,2,4,4,2,3,2
216,5,4,19024,3,2,4,4,2,2,2
217,5,5,1119,3,3,3,3,2,3,3
217,9,4,18961,4,3,4,3,3,3,3
218,9,4,1129,3,2,3,4,1,2,2
218,9,5,1130,4,2,4,3,2,4,2
218,9,5,1131,5,3,4,3,2,3,2
218,9,5,1132,4,3,3,3,2,3,2
220,5,5,590,4,2,5,2,2,2,2
220,5,5,591,3,3,3,3,3,2,2
220,3,5,593,4,3,3,3,3,2,3
221,4,6,1118,4,2,3,3,2,2,2
221,5,5,18815,3,3,4,3,4,3,3
221,8,3,19026,3,2,3,4,2,2,2
223,5,5,1133,3,2,3,4,1,3,3
223,2,5,1248,3,3,3,4,3,3,2
225,7,4,651,4,3,3,3,3,3,2
225,5,5,652,4,3,4,3,2,3,3
225,5,5,653,4,3,4,3,3,3,2
225,6,5,654,3,4,3,4,4,3,3
225,6,5,655,4,2,3,2,2,4,2
288,4,6,20,4,2,3,3,1,3,2
288,5,5,98,4,2,3,1,2,2,2
288,2,5,1011,3,3,2,3,3,2,3
288,5,4,1071,4,3,3,3,3,3,3
288,6,5,1209,3,3,3,4,2,3,3
288,5,5,18869,2,4,2,2,3,3,3
292,5,6,17,2,2,2,2,3,3,4
292,6,4,312,4,3,2,4,4,3,4
292,5,5,313,3,3,3,3,3,3,4
292,6,3,18872,3,3,3,3,2,2,2
5,9,5,18923,3,2,3,3,3,3,2
86,1,2,18776,3,3,4,3,4,3,3
86,5,5,18817,2,3,3,3,3,3,2
88,5,5,113,4,3,4,3,3,3,3
88,4,6,114,4,3,3,3,3,3,2
89,4,6,99,3,3,3,3,3,3,2
89,3,6,100,3,3,4,3,3,3,2
90,4,6,101,4,3,4,3,3,3,3
90,6,5,102,3,3,3,3,3,3,3
90,3,5,148,4,3,4,4,3,3,2
363,5,5,385,3,3,4,3,3,3,2
363,3,5,776,4,3,3,3,1,3,3
363,5,6,1216,2,3,3,4,3,3,2
363,3,5,1219,3,3,3,4,3,3,2
364,6,4,1210,3,3,3,4,3,3,2
364,4,4,1211,3,3,4,4,4,3,2
364,5,5,1212,3,3,4,3,3,3,2
364,8,6,1213,4,3,3,3,3,2,4
364,5,5,1214,3,3,4,3,2,3,2
364,4,6,1215,4,3,3,4,3,3,3
364,5,5,1217,2,3,4,3,3,3,2
364,5,5,1218,3,3,4,3,3,3,3
365,3,6,1197,3,3,3,3,3,3,1
365,8,6,18890,3,3,4,3,3,3,2
82,6,4,74,3,3,3,2,2,2,3
82,2,6,1220,2,3,2,2,2,3,3
82,3,6,18905,3,3,4,3,2,3,3
163,6,5,18939,4,3,3,2,2,3,2
214,9,5,12,3,2,3,3,1,3,2
214,7,2,447,2,2,3,3,3,3,4
215,2,5,810,2,3,3,4,3,3,3
215,4,5,1112,4,2,3,3,1,2,2
215,5,5,1113,4,3,4,3,3,3,3
219,5,5,792,3,3,3,3,3,3,3
219,7,4,793,2,3,3,3,3,3,2
219,6,2,794,4,3,4,3,3,3,3
221,6,5,1117,3,3,4,3,3,3,3
222,5,4,1115,4,3,4,2,3,3,3
222,5,5,1116,3,3,4,4,3,3,3
